User_ID,Time_of_Session,Purchase,Revenue
4062,2020-04-06 17:50:54,Upgrade,760
8189,2020-04-06 23:46:24,Points,3560
8401,2020-04-07 05:58:46,Points,760
7675,2020-04-07 07:33:53,Upgrade,3555
7675,2020-04-07 07:34:36,Points,1810
7675,2020-04-07 07:34:46,Points,1810
6667,2020-04-07 12:12:01,Points,760
7675,2020-04-07 12:12:41,Points,1810
7675,2020-04-07 12:12:54,Points,410
11314,2020-04-08 15:24:15,ValuePack,1460
11314,2020-04-08 15:41:38,Upgrade,1810
8189,2020-04-08 23:28:44,Points,3560
22547,2020-04-09 04:02:31,Points,760
22547,2020-04-13 07:46:01,Points,760
22547,2020-04-13 09:26:40,Points,760
22547,2020-04-14 08:50:24,Points,760
13456,2020-04-17 19:34:54,Upgrade,410
13456,2020-04-18 19:57:01,Upgrade,410
2581,2020-04-20 00:51:42,Upgrade,410
2581,2020-04-21 12:30:13,Upgrade,410
2581,2020-04-21 12:52:05,Upgrade,410
13456,2020-04-21 21:28:29,Upgrade,410
2581,2020-04-22 08:36:02,Upgrade,760
12545,2020-04-23 13:24:44,Upgrade,760
12545,2020-04-24 14:49:33,Upgrade,760
12545,2020-04-26 09:34:14,Upgrade,760
12545,2020-04-26 11:05:39,Upgrade,760
12545,2020-04-28 09:25:47,Upgrade,760
12545,2020-04-28 10:39:58,Upgrade,760
1495,2020-04-30 12:34:50,Upgrade,760
11314,2020-05-01 14:16:42,Upgrade,1810
12545,2020-05-04 12:44:34,Upgrade,760
12545,2020-05-05 07:55:18,Upgrade,760
12545,2020-05-05 22:07:10,Points,760
19723,2020-04-03 13:54:17,Points,760
19723,2020-04-03 14:29:41,Upgrade,1810
12143,2020-04-03 23:31:53,Points,760
12143,2020-04-03 23:32:41,Points,1810
12143,2020-04-04 01:02:24,Upgrade,410
19723,2020-04-04 08:08:36,Points,3560
19723,2020-04-04 08:08:58,Upgrade,760
19723,2020-04-04 09:05:58,Points,1810
17185,2020-04-04 11:21:06,Points,760
19723,2020-04-04 21:17:50,Points,760
12143,2020-04-04 21:41:25,Points,760
12143,2020-04-04 23:49:41,Points,760
20936,2020-04-05 11:07:05,Points,1810
20936,2020-04-05 11:25:43,Points,1810
1643,2020-04-05 19:52:38,Points,760
12143,2020-04-05 20:03:37,Points,1810
1643,2020-04-05 20:10:04,Points,3560
1643,2020-04-05 20:18:54,Upgrade,410
1643,2020-04-05 20:54:42,Upgrade,410
1643,2020-04-05 21:34:43,Upgrade,410
1643,2020-04-05 22:08:59,Points,760
1643,2020-04-05 22:09:14,Points,410
1643,2020-04-05 22:25:01,Upgrade,410
1643,2020-04-05 23:50:16,Upgrade,410
12143,2020-04-06 00:34:28,Upgrade,410
7955,2020-04-06 01:11:45,Upgrade,760
1067,2020-04-06 06:25:23,Upgrade,760
3316,2020-04-06 07:11:41,Points,760
3316,2020-04-06 07:18:27,Upgrade,760
3316,2020-04-06 07:33:44,Points,760
3316,2020-04-06 07:49:17,Points,760
3316,2020-04-06 07:56:32,Points,760
20936,2020-04-06 15:14:09,Points,1810
19723,2020-04-06 15:31:22,Points,760
19723,2020-04-06 15:39:41,Points,760
19723,2020-04-06 15:40:12,Points,410
12143,2020-04-06 18:04:59,Points,1810
3063,2020-04-06 19:31:09,Points,1810
20936,2020-04-06 21:13:47,Points,760
3063,2020-04-06 22:23:27,Points,1810
3063,2020-04-07 06:39:52,Upgrade,760
20936,2020-04-07 14:12:38,Points,3560
3063,2020-04-07 17:03:18,Points,410
3063,2020-04-07 19:24:00,Points,760
4713,2020-04-08 07:36:19,Points,410
3063,2020-04-08 12:59:13,Points,760
20936,2020-04-08 18:42:01,Upgrade,760
20936,2020-04-08 18:42:20,Points,3560
1643,2020-04-08 19:19:44,Upgrade,410
1643,2020-04-09 17:34:20,Upgrade,410
1643,2020-04-09 18:17:30,Points,760
1643,2020-04-09 18:24:12,Upgrade,410
12143,2020-04-10 00:16:59,Points,410
12143,2020-04-10 18:57:28,Points,1810
12143,2020-04-10 19:57:08,Upgrade,760
1643,2020-04-10 21:17:34,Points,760
12143,2020-04-11 00:58:19,Points,760
1643,2020-04-11 17:49:19,Points,410
1643,2020-04-11 18:45:37,Points,410
1643,2020-04-12 13:05:32,Upgrade,410
12143,2020-04-12 22:08:14,Points,760
4855,2020-04-14 09:56:27,Points,760
5892,2020-04-14 18:57:24,Points,1810
13799,2020-04-20 10:49:53,Points,760
19723,2020-04-21 14:11:44,Upgrade,760
19723,2020-04-21 14:12:06,Points,1810
19723,2020-04-21 15:26:53,Points,760
19723,2020-04-22 19:18:40,Points,410
19723,2020-04-27 10:52:39,Points,3560
1643,2020-04-27 16:30:56,Points,760
1643,2020-04-27 20:36:11,Points,760
1643,2020-04-27 20:36:24,Points,760
1643,2020-04-27 20:41:23,Points,760
1643,2020-04-27 20:57:05,Upgrade,410
1643,2020-04-27 21:01:20,Points,760
19723,2020-04-28 13:34:13,Points,1810
4855,2020-05-05 17:22:17,Points,410
4855,2020-05-05 17:22:28,Points,410
1643,2020-05-06 20:04:27,Points,760
1643,2020-05-06 20:09:43,Points,1810
1643,2020-05-14 14:16:41,Upgrade,760
1643,2020-05-14 14:54:19,Upgrade,760
1643,2020-05-14 15:46:10,Points,760
1643,2020-05-14 15:46:24,Upgrade,760
3868,2020-05-26 12:54:39,Upgrade,410
20802,2020-04-02 13:25:49,Points,760
20802,2020-04-02 14:26:57,Points,760
20802,2020-04-02 15:54:28,Points,760
20802,2020-04-02 16:09:24,Upgrade,410
20802,2020-04-02 16:30:57,Points,760
20802,2020-04-03 11:51:28,Points,760
20802,2020-04-03 13:46:52,Upgrade,410
20802,2020-04-03 14:08:17,Points,760
20802,2020-04-03 16:08:28,Upgrade,410
4696,2020-04-04 16:34:23,Points,760
4696,2020-04-04 17:01:56,Points,760
5312,2020-04-05 08:33:32,Points,3560
5312,2020-04-05 08:46:01,Upgrade,1810
16233,2020-04-05 12:01:26,Points,760
4696,2020-04-05 13:36:03,Points,760
4696,2020-04-05 14:04:08,Points,410
4696,2020-04-05 14:31:59,Points,410
7929,2020-04-05 19:47:27,Upgrade,760
7929,2020-04-05 19:55:05,Points,760
16233,2020-04-06 05:28:35,Points,410
16233,2020-04-06 05:48:09,Points,1810
7929,2020-04-06 08:33:56,Upgrade,760
7929,2020-04-06 09:07:05,Points,760
17090,2020-04-06 10:30:20,Points,1810
13811,2020-04-06 10:34:26,Points,760
17090,2020-04-06 10:46:43,Upgrade,1810
13811,2020-04-06 10:47:47,Upgrade,760
13811,2020-04-06 10:48:38,Points,760
17090,2020-04-06 10:52:31,Points,760
17090,2020-04-06 10:56:49,Points,760
13811,2020-04-06 11:01:25,Points,760
13811,2020-04-06 11:35:37,Points,760
10084,2020-04-06 12:45:19,Points,760
10084,2020-04-06 12:56:56,Points,1810
10084,2020-04-06 13:05:12,Upgrade,1810
10084,2020-04-06 13:15:14,Points,760
10084,2020-04-06 13:38:07,Points,760
10084,2020-04-06 13:49:51,Points,760
13811,2020-04-06 14:45:35,Points,760
10084,2020-04-06 15:21:53,Points,760
10084,2020-04-06 15:30:58,Points,760
12285,2020-04-06 16:33:36,Upgrade,1810
13811,2020-04-06 17:31:54,Points,760
13811,2020-04-06 17:41:44,Upgrade,760
13811,2020-04-06 18:27:30,Points,760
13811,2020-04-06 18:43:39,Points,760
12285,2020-04-06 19:00:17,Points,760
16345,2020-04-07 03:01:07,Points,1810
16345,2020-04-07 04:38:18,Upgrade,1810
16345,2020-04-07 05:56:54,Points,1810
16345,2020-04-07 06:07:19,Points,1810
10084,2020-04-07 06:13:39,Points,1810
13811,2020-04-07 09:05:38,Upgrade,760
10084,2020-04-07 13:38:42,Points,760
13911,2020-04-07 14:14:52,Points,760
753,2020-04-07 17:39:42,Points,760
753,2020-04-07 17:41:47,Points,760
739,2020-04-07 19:39:02,Points,3560
739,2020-04-07 20:03:32,Upgrade,3555
739,2020-04-07 20:38:06,Points,7060
753,2020-04-08 12:39:20,Upgrade,760
753,2020-04-08 12:57:20,Points,760
753,2020-04-08 19:03:07,Upgrade,410
16345,2020-04-08 23:12:57,Points,3560
10112,2020-04-10 11:09:15,Upgrade,410
4696,2020-04-10 16:03:52,Points,760
4696,2020-04-10 16:04:12,Points,410
4696,2020-04-10 16:42:20,Points,760
4696,2020-04-10 16:42:37,Points,410
16345,2020-04-11 14:05:52,Upgrade,1810
4696,2020-04-12 12:01:35,Points,760
4696,2020-04-12 12:15:19,Points,1810
4696,2020-04-13 22:05:13,Points,760
4696,2020-04-13 22:05:35,Points,1810
10112,2020-04-14 08:47:51,Upgrade,760
12285,2020-04-16 05:23:32,Points,760
10112,2020-04-16 10:21:17,Upgrade,760
12285,2020-04-16 16:31:53,Points,760
10112,2020-04-18 05:48:06,Upgrade,760
16345,2020-04-19 03:43:49,Points,760
4696,2020-04-29 15:29:48,Points,760
16345,2020-05-01 04:59:53,Points,1810
4696,2020-05-01 09:49:06,Points,760
16345,2020-05-02 06:58:12,Points,1810
16345,2020-05-02 07:32:57,Points,1810
5151,2020-05-12 16:15:29,Upgrade,760
9487,2020-04-19 21:46:20,Points,410
9487,2020-04-19 22:09:26,Points,410
9487,2020-04-20 06:19:38,Points,760
9487,2020-04-20 19:40:14,Points,410
9487,2020-04-20 19:46:47,Points,410
9487,2020-04-20 19:46:52,Points,410
9487,2020-04-20 19:53:53,Points,410
9487,2020-04-20 19:56:11,Points,410
9487,2020-04-21 14:34:45,Points,410
9487,2020-04-21 14:41:40,Points,760
9487,2020-04-21 15:10:56,Points,760
14383,2020-04-21 19:40:51,Upgrade,760
9487,2020-04-22 17:41:25,Points,410
9487,2020-04-23 03:18:31,Points,760
9487,2020-04-23 03:29:48,Points,760
9487,2020-04-23 09:28:59,Points,1810
14383,2020-04-25 13:06:36,Upgrade,760
14383,2020-04-25 14:09:43,Upgrade,760
14383,2020-04-26 18:40:37,Points,3560
9487,2020-04-26 20:29:09,Upgrade,410
9487,2020-04-26 21:04:56,Upgrade,410
9487,2020-04-26 22:49:23,Upgrade,410
9487,2020-04-26 23:00:58,Points,760
9487,2020-04-26 23:10:50,Points,760
9487,2020-04-26 23:11:48,Points,760
9487,2020-04-27 07:19:30,Points,760
9487,2020-04-27 07:21:03,Points,760
9487,2020-04-27 07:21:07,Points,760
14383,2020-04-27 18:31:24,Upgrade,1810
14383,2020-04-28 19:22:44,Upgrade,1810
9487,2020-04-30 20:10:53,Upgrade,410
9487,2020-05-01 15:58:26,Points,760
14383,2020-05-01 20:00:10,Points,3560
9487,2020-05-05 16:44:54,Upgrade,410
9487,2020-05-13 19:19:10,Points,760
9487,2020-05-13 19:22:58,Points,1810
9487,2020-05-14 19:57:39,Points,760
14383,2020-05-16 19:03:17,ValuePack,2860
9487,2020-05-17 05:21:46,ValuePack,2860
9487,2020-05-17 13:34:32,Upgrade,760
9487,2020-05-17 14:24:36,Upgrade,760
9487,2020-05-17 15:30:23,Upgrade,760
9487,2020-05-18 04:57:27,Upgrade,760
9487,2020-05-19 06:45:11,Upgrade,760
20424,2020-04-02 10:15:26,Upgrade,760
10214,2020-04-02 17:51:53,Upgrade,3555
10913,2020-04-03 20:47:00,Points,760
10913,2020-04-03 21:02:14,Points,760
11757,2020-04-04 00:08:08,Upgrade,410
11757,2020-04-04 00:28:05,Points,1810
11757,2020-04-04 01:37:26,Upgrade,760
11757,2020-04-04 01:56:40,Points,1810
11757,2020-04-04 04:09:19,Points,1810
11757,2020-04-04 10:28:26,Points,1810
10913,2020-04-04 12:12:33,Points,1810
20424,2020-04-04 12:51:22,Points,760
11757,2020-04-04 14:47:09,Points,760
2831,2020-04-04 19:58:26,Points,760
2831,2020-04-04 20:10:44,Points,3560
17186,2020-04-05 07:30:27,Points,760
10913,2020-04-05 11:28:06,Points,1810
17186,2020-04-05 11:30:40,Upgrade,410
10913,2020-04-05 12:21:33,Upgrade,760
13573,2020-04-05 13:04:06,Points,760
10913,2020-04-05 18:52:54,Points,760
10913,2020-04-05 19:11:12,Points,410
10913,2020-04-05 19:11:23,Points,760
10913,2020-04-05 19:28:09,Points,760
13573,2020-04-05 21:00:35,Points,760
13573,2020-04-05 21:08:29,Points,760
13573,2020-04-06 10:44:50,Points,760
10913,2020-04-06 13:33:41,Points,1810
16185,2020-04-06 13:36:16,Points,1810
10913,2020-04-06 14:13:23,Points,760
10913,2020-04-06 14:29:18,Upgrade,760
10913,2020-04-06 14:56:15,Points,410
7502,2020-04-06 19:01:30,Upgrade,760
17255,2020-04-07 00:53:41,Upgrade,760
8771,2020-04-07 04:11:48,Points,760
7502,2020-04-07 12:50:29,Points,410
14603,2020-04-07 14:39:50,Points,760
321,2020-04-07 22:52:17,Points,1810
321,2020-04-07 23:05:14,Upgrade,1810
18040,2020-04-08 09:14:54,Upgrade,760
16185,2020-04-08 15:00:26,Points,1810
18040,2020-04-08 20:29:20,Points,1810
5135,2020-04-12 01:12:59,Points,1810
16185,2020-04-12 21:12:34,Points,760
16185,2020-04-13 09:00:32,Points,760
16185,2020-04-18 19:50:12,Points,760
11757,2020-04-21 09:29:49,Points,760
11757,2020-04-21 11:56:54,Points,760
11757,2020-04-21 12:00:09,Points,760
11757,2020-04-21 21:17:26,Points,1810
11757,2020-04-21 23:26:59,Points,760
11757,2020-04-22 04:09:42,Points,760
11757,2020-04-22 05:42:35,Points,760
11757,2020-04-22 05:59:12,Points,1810
11757,2020-04-22 10:28:59,Points,760
11757,2020-04-22 11:27:25,Points,760
11757,2020-04-22 13:05:40,Points,760
10917,2020-04-26 05:42:44,Points,760
11757,2020-04-27 16:05:57,Points,760
11757,2020-04-27 16:26:15,Upgrade,760
11757,2020-04-27 16:31:53,Points,1810
11757,2020-04-27 16:37:41,Points,1810
11757,2020-04-27 17:14:48,Points,760
11757,2020-05-02 08:04:28,Points,1810
11757,2020-05-11 07:53:36,Points,760
11757,2020-05-11 08:10:07,Points,760
4226,2020-04-01 07:18:48,Points,760
7002,2020-04-01 17:49:53,Upgrade,760
7002,2020-04-01 17:52:10,Points,760
19044,2020-04-03 18:10:01,Points,1810
19044,2020-04-03 18:17:30,Upgrade,760
5949,2020-04-04 16:45:35,Points,3560
5949,2020-04-04 16:46:00,Upgrade,3555
11568,2020-04-04 22:31:58,Points,410
11568,2020-04-04 22:55:19,Points,760
11568,2020-04-05 00:28:37,Upgrade,410
15839,2020-04-05 01:24:27,Upgrade,760
15839,2020-04-05 02:25:43,Upgrade,760
11568,2020-04-05 10:36:36,Points,410
11568,2020-04-05 11:19:53,Points,410
242,2020-04-05 15:51:11,Points,760
11568,2020-04-05 22:04:38,Points,410
11568,2020-04-05 22:31:39,Upgrade,410
11568,2020-04-05 22:36:09,Points,760
11568,2020-04-05 23:13:03,Points,410
11568,2020-04-05 23:26:19,Upgrade,410
11568,2020-04-06 00:26:54,Upgrade,410
242,2020-04-06 05:48:29,Points,760
21137,2020-04-06 11:17:48,Points,760
242,2020-04-06 16:29:28,Points,760
5602,2020-04-06 16:42:11,Points,760
19044,2020-04-06 22:32:56,Points,1810
242,2020-04-07 07:00:11,Points,410
11568,2020-04-07 08:39:48,Upgrade,410
242,2020-04-07 09:10:01,Points,410
242,2020-04-07 09:22:06,Points,760
242,2020-04-07 09:49:14,Points,1810
242,2020-04-07 10:14:08,Points,410
4762,2020-04-07 11:30:38,Points,1810
4762,2020-04-07 11:52:14,Upgrade,1810
4762,2020-04-07 11:59:44,Points,1810
5602,2020-04-07 12:28:17,Points,410
5602,2020-04-07 14:08:33,Points,410
242,2020-04-07 14:15:22,Points,760
242,2020-04-07 14:15:37,Points,760
242,2020-04-07 18:22:38,Points,760
5602,2020-04-07 19:10:22,Points,1810
10072,2020-04-08 09:22:07,Upgrade,3555
19218,2020-04-08 14:24:05,Upgrade,410
242,2020-04-08 14:49:27,Points,760
5602,2020-04-08 16:18:27,Points,760
5949,2020-04-08 16:47:32,Points,3560
21137,2020-04-09 04:53:36,Points,760
21137,2020-04-09 04:53:56,Points,760
8327,2020-04-09 07:15:54,Upgrade,3555
5602,2020-04-09 12:01:45,Points,1810
8327,2020-04-09 13:59:06,Points,3560
5949,2020-04-10 08:16:52,Points,3560
21137,2020-04-11 05:08:07,Points,760
242,2020-04-11 15:11:30,Points,410
5949,2020-04-11 15:37:37,Points,1810
5949,2020-04-11 15:59:22,Points,1810
21089,2020-04-12 09:49:59,Points,760
11889,2020-04-14 14:29:59,Points,1810
15839,2020-04-18 22:16:21,Points,760
11568,2020-04-20 01:33:02,Upgrade,410
8850,2020-04-25 17:00:35,Upgrade,410
15839,2020-04-27 21:05:39,Upgrade,760
14239,2020-05-01 17:56:11,Points,760
6005,2020-04-02 07:55:09,Upgrade,760
6005,2020-04-02 09:08:09,Points,760
6005,2020-04-02 19:14:35,Upgrade,1810
3782,2020-04-05 13:18:24,Upgrade,760
2049,2020-04-06 04:48:31,Upgrade,1810
20286,2020-04-06 06:33:01,Upgrade,410
17989,2020-04-06 07:37:48,Upgrade,1810
17989,2020-04-06 07:38:57,Points,760
18114,2020-04-06 09:46:21,Points,760
18114,2020-04-06 09:53:07,Upgrade,760
18114,2020-04-06 09:58:40,Points,760
18114,2020-04-06 10:13:52,Points,760
11634,2020-04-07 06:06:44,Points,760
8798,2020-04-07 14:31:30,Points,1810
16716,2020-04-07 14:41:52,Points,760
8798,2020-04-07 14:50:30,Upgrade,760
16716,2020-04-07 14:59:46,Upgrade,760
11634,2020-04-07 15:33:40,Upgrade,760
14288,2020-04-07 20:33:12,Points,760
14288,2020-04-07 20:34:49,Points,760
14288,2020-04-07 20:50:45,Points,760
14288,2020-04-07 20:55:22,Upgrade,410
14288,2020-04-07 20:57:42,Points,760
14288,2020-04-07 20:57:52,Points,410
14288,2020-04-07 21:00:41,Points,410
14288,2020-04-07 21:00:46,Points,760
14288,2020-04-07 21:15:38,Points,410
14288,2020-04-07 21:26:22,Points,760
14995,2020-04-07 21:36:55,Points,760
8798,2020-04-07 22:52:50,Points,3560
2961,2020-04-08 01:33:18,Points,760
16716,2020-04-08 12:57:14,Points,760
16716,2020-04-08 13:38:17,Upgrade,760
16716,2020-04-08 14:07:38,Points,760
16716,2020-04-08 14:07:50,Points,760
11634,2020-04-08 18:36:06,Upgrade,410
14288,2020-04-08 22:28:56,Points,410
14288,2020-04-08 22:31:49,Points,760
14288,2020-04-08 22:43:32,Points,760
14288,2020-04-08 22:47:10,Points,760
8798,2020-04-09 02:26:42,Points,7060
16716,2020-04-09 04:59:11,Points,760
16716,2020-04-09 04:59:27,Points,760
16716,2020-04-09 05:31:42,Points,760
16716,2020-04-09 13:02:28,Points,760
18114,2020-04-09 20:58:04,Upgrade,760
18114,2020-04-10 06:42:16,Points,1810
2961,2020-04-13 17:43:41,Upgrade,760
18114,2020-05-06 06:36:23,Points,1810
18114,2020-05-06 19:19:30,Points,1810
18114,2020-05-07 15:27:24,Points,1810
18114,2020-05-07 19:53:11,Points,1810
18114,2020-05-09 08:50:43,Points,3560
18114,2020-05-09 09:48:10,Upgrade,3555
7824,2020-04-01 07:21:57,Points,760
13174,2020-04-01 13:33:30,Points,1810
5859,2020-04-01 15:12:28,Upgrade,1810
5859,2020-04-01 15:13:03,Points,1810
7824,2020-04-02 06:13:02,Upgrade,760
7824,2020-04-02 06:13:18,Points,1810
7824,2020-04-02 11:27:56,Points,760
7824,2020-04-02 11:30:26,Points,410
4053,2020-04-02 17:25:17,Upgrade,760
7824,2020-04-03 08:40:42,Points,410
7824,2020-04-03 08:42:44,Points,760
21950,2020-04-03 16:33:40,Upgrade,760
2110,2020-04-04 09:35:57,Points,760
2110,2020-04-04 09:39:15,Points,760
2110,2020-04-04 09:48:50,Points,1810
2110,2020-04-04 09:55:02,Upgrade,760
2110,2020-04-04 10:05:14,Points,760
2110,2020-04-04 10:07:26,Points,760
2110,2020-04-04 10:17:29,Points,760
2110,2020-04-04 10:24:59,Points,760
2110,2020-04-04 10:35:20,Points,760
2110,2020-04-04 10:53:46,Upgrade,410
2110,2020-04-04 11:02:14,Points,1810
2110,2020-04-04 11:27:37,Upgrade,3555
15905,2020-04-04 14:44:23,Points,760
15905,2020-04-04 17:54:08,Points,760
15905,2020-04-04 18:05:08,Upgrade,1810
15905,2020-04-04 18:18:09,Points,1810
16805,2020-04-04 20:05:10,Points,1810
15905,2020-04-05 05:27:41,Points,1810
15905,2020-04-05 06:23:22,Points,1810
20464,2020-04-05 11:43:04,Points,760
2944,2020-04-05 12:47:31,Points,760
8595,2020-04-05 21:35:05,Upgrade,760
8595,2020-04-05 23:44:51,Upgrade,1810
16805,2020-04-06 05:47:02,Points,1810
11044,2020-04-06 16:43:51,Upgrade,1810
11044,2020-04-06 16:44:22,Points,1810
6704,2020-04-06 17:00:38,Upgrade,760
6704,2020-04-07 00:38:11,Upgrade,410
4577,2020-04-07 03:13:40,Upgrade,410
14959,2020-04-09 06:34:48,Points,760
14959,2020-04-09 06:38:49,Upgrade,760
14444,2020-04-11 09:16:28,Points,760
15905,2020-04-13 11:11:23,Points,760
14444,2020-04-13 12:11:36,Points,760
14444,2020-04-14 05:39:43,Points,760
14444,2020-04-14 07:56:51,Upgrade,760
14444,2020-04-14 08:23:48,Points,760
15905,2020-04-15 11:48:36,Points,760
5002,2020-04-27 15:57:32,Points,1810
5002,2020-04-28 15:48:42,Points,3560
5002,2020-04-29 05:14:06,Points,1810
5002,2020-04-29 06:57:35,Points,760
5002,2020-04-29 12:21:43,Points,1810
6704,2020-05-09 11:27:42,Upgrade,760
6704,2020-05-09 11:51:56,Points,760
6704,2020-05-09 13:26:31,Upgrade,760
6704,2020-05-09 16:22:59,Points,760
5002,2020-05-14 12:01:28,Points,760
309,2020-04-02 16:50:21,Upgrade,760
309,2020-04-02 17:35:41,Upgrade,760
309,2020-04-02 18:13:21,Upgrade,760
20125,2020-04-04 13:42:13,Points,410
20125,2020-04-04 13:42:25,Points,760
6409,2020-04-04 18:01:37,Upgrade,410
2007,2020-04-05 04:39:51,Points,1810
2007,2020-04-05 05:06:15,Upgrade,1810
2007,2020-04-05 06:40:36,Points,1810
2007,2020-04-05 08:18:50,Points,1810
6233,2020-04-05 11:52:47,Points,760
12592,2020-04-05 12:18:09,Points,760
12592,2020-04-05 12:28:04,Points,410
12592,2020-04-05 12:34:10,Upgrade,760
12592,2020-04-05 12:47:18,Points,760
12592,2020-04-05 12:47:32,Points,410
12592,2020-04-05 12:49:46,Points,410
12592,2020-04-05 12:50:01,Points,410
12592,2020-04-05 12:59:35,Points,760
12592,2020-04-05 13:13:48,Points,410
12592,2020-04-05 13:15:20,Points,760
6409,2020-04-05 16:36:50,Upgrade,760
8763,2020-04-05 18:34:37,Points,760
5762,2020-04-05 20:06:05,Upgrade,760
5762,2020-04-05 20:58:21,Points,760
12592,2020-04-06 06:41:05,Points,410
5762,2020-04-06 07:00:33,Points,760
6233,2020-04-06 11:26:42,Points,760
6233,2020-04-06 11:29:08,Points,760
12592,2020-04-06 15:21:27,Points,760
12592,2020-04-06 15:43:04,Upgrade,410
12592,2020-04-06 16:38:11,Upgrade,410
12592,2020-04-06 16:53:14,Points,760
12592,2020-04-06 16:53:58,Points,760
15983,2020-04-06 18:06:25,Points,760
21199,2020-04-06 19:17:36,Points,1810
15983,2020-04-06 23:20:54,Points,760
12592,2020-04-07 04:35:17,Points,410
12592,2020-04-07 04:55:04,Points,760
12592,2020-04-07 12:29:37,Points,760
12592,2020-04-07 12:53:49,Points,410
8366,2020-04-07 13:24:58,Upgrade,410
14882,2020-04-07 15:55:31,Points,1810
14882,2020-04-07 15:55:31,Points,1810
14882,2020-04-07 16:02:08,Upgrade,410
14882,2020-04-07 16:02:08,Upgrade,410
12592,2020-04-07 16:31:56,Points,410
12592,2020-04-07 16:31:56,Points,410
12592,2020-04-07 16:32:16,Points,410
12592,2020-04-07 16:32:16,Points,410
12592,2020-04-07 16:43:44,Points,760
12592,2020-04-07 16:43:44,Points,760
19549,2020-04-07 16:44:07,Points,760
19549,2020-04-07 16:44:07,Points,760
12592,2020-04-07 16:44:10,Points,410
12592,2020-04-07 16:44:10,Points,410
12592,2020-04-07 16:55:13,Points,760
12592,2020-04-07 16:57:13,Upgrade,410
15983,2020-04-07 17:04:10,Points,1810
19549,2020-04-07 17:21:23,Points,760
12592,2020-04-07 17:21:38,Upgrade,760
12592,2020-04-07 17:35:54,Points,760
12592,2020-04-07 17:59:53,Points,410
19549,2020-04-07 18:50:13,Points,760
19549,2020-04-07 18:57:04,Points,760
6409,2020-04-07 19:22:00,Upgrade,410
12661,2020-04-08 00:56:22,Points,760
12661,2020-04-08 01:03:55,Points,760
19549,2020-04-08 05:02:33,Points,760
19549,2020-04-08 05:03:18,Points,760
12592,2020-04-08 05:04:30,Points,410
12592,2020-04-08 05:04:44,Points,410
12592,2020-04-08 05:17:23,Points,760
19549,2020-04-08 12:47:16,Points,760
12592,2020-04-08 14:14:43,Points,760
12592,2020-04-08 14:35:58,Upgrade,410
12592,2020-04-08 14:41:21,Points,410
12592,2020-04-08 15:12:52,Upgrade,760
12592,2020-04-08 15:19:21,Points,760
6409,2020-04-08 15:59:08,Upgrade,760
12592,2020-04-08 16:00:36,Points,410
14882,2020-04-08 16:03:09,Points,1810
12592,2020-04-08 16:29:56,Points,760
12592,2020-04-08 16:44:47,Upgrade,410
12592,2020-04-08 16:47:21,Points,760
12592,2020-04-08 16:47:32,Points,410
9391,2020-04-01 04:15:55,Points,410
9391,2020-04-01 04:16:16,Points,410
9391,2020-04-01 05:11:05,Upgrade,410
9391,2020-04-01 05:11:49,Points,410
9391,2020-04-01 05:24:42,Points,1810
125,2020-04-01 15:47:51,Points,760
10151,2020-04-03 15:56:34,Upgrade,1810
10151,2020-04-03 18:30:38,Points,1810
10151,2020-04-03 19:55:07,Points,1810
6331,2020-04-04 02:11:28,Points,760
6331,2020-04-04 02:11:41,Points,760
6331,2020-04-04 14:48:49,Points,760
20085,2020-04-04 16:58:00,Upgrade,760
16726,2020-04-04 18:45:30,Upgrade,760
3974,2020-04-04 18:48:32,Points,760
20085,2020-04-05 07:46:18,Upgrade,760
6331,2020-04-05 08:12:48,Upgrade,410
6331,2020-04-05 08:19:52,Points,1810
20085,2020-04-05 08:24:02,Points,760
6331,2020-04-05 08:41:02,Points,1810
6168,2020-04-05 14:17:01,Points,1810
6168,2020-04-05 23:48:32,Points,760
6331,2020-04-06 06:49:16,Points,1810
3974,2020-04-06 11:27:34,Points,760
6331,2020-04-06 18:21:34,Points,410
6331,2020-04-06 18:21:42,Points,410
7377,2020-04-07 08:52:58,Upgrade,760
7377,2020-04-07 09:41:29,Points,760
7377,2020-04-07 09:55:21,Points,410
7377,2020-04-07 10:05:49,Upgrade,410
16086,2020-04-07 11:30:41,Points,760
16086,2020-04-07 11:54:28,Upgrade,760
6168,2020-04-07 12:27:00,Points,760
7377,2020-04-07 16:13:39,Upgrade,760
7377,2020-04-07 16:13:39,Upgrade,760
16086,2020-04-07 19:18:25,Points,760
13677,2020-04-08 03:17:04,Points,410
7377,2020-04-08 04:03:21,Upgrade,410
7377,2020-04-08 05:22:01,Upgrade,760
6168,2020-04-08 10:33:16,Points,1810
15404,2020-04-08 19:00:27,Upgrade,760
15404,2020-04-08 19:01:59,Points,760
15404,2020-04-08 19:25:58,Points,760
15404,2020-04-08 20:11:50,Points,760
15404,2020-04-09 08:19:56,Points,1810
15404,2020-04-09 17:18:19,Upgrade,1810
15404,2020-04-09 17:39:00,Points,760
15404,2020-04-09 17:39:36,Points,760
15404,2020-04-09 18:32:06,Points,1810
15404,2020-04-09 18:50:45,Points,760
15404,2020-04-09 18:51:22,Points,760
15404,2020-04-09 19:35:24,Points,760
15404,2020-04-09 19:50:44,Points,760
15404,2020-04-10 10:53:33,Points,760
16726,2020-04-10 19:48:51,ValuePack,1460
